Gender,Age,Daily Meal Frequency,Physical Exercise,Height,Weight,BMR,Carbs,Proteins,Fats,Calories
1,27,3,0,150,59,1230.4,179,71,35,1315
0,46,3,0,170,53,1355.2,195,81,50,1554
1,28,3,4,167,45,1198.7,150,58,41,1201
1,21,3,4,167,73,1535.7,194,83,75,1783
0,22,3,0,161,119,2109.4,384,158,62,2726
0,19,3,4,177,76,1773.6,137,137,66,1690
0,28,3,0,168,48,1368.3,166,63,64,1492
0,22,3,4,168,92,1789.1,206,127,98,2214
0,40,3,0,181,82,1755.4,226,102,67,1915
0,23,2,0,164,66,1552.9,293,82,42,1878
1,39,3,0,163,49,1164.3,187,79,38,1406
0,26,3,0,158,88,1706.3,327,117,63,2343
1,26,3,0,143,96,1552.8,201,102,101,2121
0,26,3,0,170,94,1885.9,372,81,87,2595
0,21,3,0,163,93,1823.7,322,124,66,2378
0,22,4,4,180,88,1926.7,342,108,85,2565
1,24,4,1,156,57,1278.3,147,51.69,64,1371
1,29,3,0,146,90,1553.3,310,75,53,2017
0,23,2,4,179,67,1677.3,191,95,77,1837
0,24,3,3,166,85,1807.6,339,89,72,2360
1,23,3,0,153,82,1500.7,182,91,69,1713
1,26,3,0,145,91,1505.9,129.225,95,91,1716
1,24,2,4,155,76,1428.8,167,64,80,1644
1,23,3,1,162,75,1436.5,222,77,49,1637
1,21,2,0,159,99,1755.9,251,119,74,2146
0,21,4,0,159,98,1886.9,373,161,44,2532
0,22,4,0,156,99,1900.2,233,99,93,2165
0,27,3,0,164,47,1341.6,179,98,34.46,1418
1,24,3,3,168,56,1320,140,73,67,1455
0,22,3,0,170,80,1749.9,203,86,83,1903
1,22,2,4,157,55,1284.7,178,60,35,1267
0,30,2,0,173,51,1441.7,208,56,48,1488
1,50,3,4,153,83,1360.3,275,71,55,1879
0,55,2,0,165,42,1180.7,174,72,40,1344
1,29,3,0,164,93,1651.4,230,111,74,2030
0,24,4,0,168,101,1929.3,357,156,63,2619
1,55,2,0,155,62,1140.7,129.225,91,43,1268
0,23,3,0,164,48,1390.5,136,96,36,1252
1,21,3,0,164,45,1215.9,133,64,37,1121
1,23,4,0,152,52,1171.4,145,83,38,1254
0,24,4,0,167,45,1378.3,133,91,46,1310
0,22,3,0,174,102,2028.3,327,154,106,2878
1,38,2,0,154,75,1349.6,182,114,45,1589
0,27,3,4,181,79,1760.6,203,115,88,2064
1,30,3,0,151,94,1609.9,221,126,55,1883
0,23,3,0,173,75,1704.7,223,109,80,2048
0,22,3,0,168,65,1576.9,192,139,59,1855
1,19,2,0,164,78,1568.8,177,87,41,1425
1,22,3,2,152,44,1124.9,159,70,47,1339
0,24,4,0,170,70,1655.1,311,114,76,2384
1,24,3,1,160,45,1184.3,192,67,34.46,1346
0,23,3,0,160,120,2071.6,382,114,102,2902
0,22,3,4,167,81,1726.3,186,171,66,2022
1,20,4,0,147,82,1467.5,231,68,71,1835
0,30,4,0,173,62,1580.9,129.225,110,74,1623
1,23,2,0,167,65,1435.9,210,81,56,1668
0,24,2,0,168,86,1837.8,178,110,109,2133
0,28,3,0,169,52,1479.1,146,63,44,1232
0,29,4,0,157,95,1789.1,287,129,76,2348
1,23,2,1,147,62,1264.5,197,78,62,1658
1,30,3,0,140,84,1390.2,249,124,40,1852
0,23,3,2,166,79,1747.8,314,131,59,2311
1,25,3,0,155,86,1575.8,283,115,62,2150
0,24,2,0,155,41,1259.6,142,64,44,1220
1,34,3,0,156,42,1017.8,153,51.69,34.46,1129
0,24,2,0,163,120,2136.7,379,165,73,2833
0,22,3,0,172,51,1465,198,71,61,1625
0,47,3,2,171,88,1741.8,251,154,66,2214
1,40,3,0,158,107,1659,328,107,85,2505
0,25,3,0,162,93,1850.7,354,82,60,2284
0,20,3,3,169,62,1616.4,222,64,64,1720
0,25,3,0,168,50,1416.2,236,80,47,1687
0,36,2,1,161,70,1552.1,271,83,53,1893
1,45,3,0,147,93,1463.4,158,94,92,1836
1,27,4,0,158,92,1605.1,129.225,100,84,1673
0,25,4,0,179,88,1907.1,331,154,83,2687
0,28,4,1,184,111,2098.3,345,105,95,2655
0,24,3,0,157,102,1821.8,280,152,65,2313
1,23,4,3,151,73,1406.7,265,82,34.46,1698
0,22,3,1,173,73,1708.8,255,137,47,1991
1,25,3,0,176,104,1854.3,318,137,37,2153
1,21,4,2,169,56,1373,187,58,38,1322
0,20,3,0,170,46,1436.7,167,70,61,1497
0,23,4,0,178,64,1647.4,220,90,40,1600
0,21,3,0,166,63,1581,208,93,55,1699
0,20,3,0,161,108,1995.5,282,165,62,2346
1,24,4,0,159,93,1623.7,342,81,61,2241
0,26,3,4,169,64,1592.1,172,105,57,1621
0,24,3,0,170,86,1810.4,284,113,49,2029
0,22,3,0,169,64,1557.7,190,105,51,1639
1,44,3,1,162,44,1041.5,129.225,59,35,1068
0,24,3,0,160,43,1328.5,141,58,46,1210
0,19,3,0,167,59,1495.8,225,78,69,1833
1,23,3,0,161,43,1153.5,140,66,37,1157
1,21,2,0,152,51,1174.6,147,73,54,1366
0,24,3,0,166,87,1789,327,152,101,2825
0,24,3,2,174,79,1811.2,173,144,95,2123
0,21,3,1,180,99,1973.6,318,123,93,2601
1,23,3,0,160,61,1359.8,170,56,68,1516
1,20,4,4,156,47,1230.4,164,58,49,1329
0,21,2,1,166,70,1628,251,113,48,1888
0,46,3,0,174,82,1717.6,358,148,58,2546
1,19,4,0,149,53,1187.9,153,80,48,1364
1,22,2,0,164,52,1274.4,136,54,41,1129
1,22,3,0,137,73,1331.7,190,76,58,1586
1,38,3,0,165,107,1785.4,293,104,88,2380
0,24,2,0,167,93,1801.6,307,158,63,2427
1,55,3,0,143,113,1590.6,315,114,45,2121
0,16,3,4,173,70,1706.4,248,112,71,2079
0,28,3,0,166,63,1497.9,138,86,88,1688
1,40,4,0,144,75,1308.7,201,81,75,1803
1,38,2,0,159,78,1429.6,259,107,55,1959
0,18,2,0,162,73,1645.2,245,90,54,1826
0,25,3,0,167,96,1882,385,95,57,2433
0,22,2,4,175,82,1793,348,69,75,2343
1,26,4,4,172,69,1456.7,226,106,62,1886
0,22,3,0,166,68,1643.1,206,103,81,1965
0,19,3,4,167,55,1503.8,230,98,50,1762
1,51,3,0,162,78,1380.4,193,94,85,1913
0,23,2,1,171,55,1521.8,234,51.69,54,1629
0,23,3,0,163,116,2039.1,377,106,101,2841
0,22,3,0,166,79,1731.8,267,140,69,2249
0,16,3,0,177,80,1836.4,296,98,91,2395
1,17,3,0,152,73,1364.4,209,92,76,1888
0,36,4,0,176,110,2002,385,144,61,2665
1,24,2,1,163,47,1234.6,140,56,58,1306
1,41,3,0,145,101,1553.8,282,100,70,2158
0,20,2,0,164,41,1342.9,133,58,50,1214
0,22,3,0,156,109,2006.4,348,155,93,2849
1,34,3,0,142,74,1265.6,237,76,74,1918
0,26,3,0,168,51,1409.3,163,100,37,1385
1,23,3,0,135,85,1432.1,287,107,45,1981
0,21,3,1,165,61,1582.5,153,100,49,1453
1,23,2,0,152,64,1334.9,169,61,52,1388
1,30,3,0,154,98,1666,325,144,76,2560
0,27,3,0,170,77,1703.6,292,108,92,2428
1,22,2,1,167,56,1301.5,211,70,61,1673
1,21,2,0,154,44,1135.8,196,51.69,36,1315
1,37,3,0,164,40,1115,152,54,36,1148
0,19,3,2,175,67,1612,298,51.69,80,2119
1,21,3,0,164,43,1196.1,142,52,45,1181
1,23,4,4,166,67,1422.8,244,72,58,1786
0,26,3,2,178,65,1576.7,213,115,46,1726
0,29,2,0,168,95,1869.1,379,97,98,2786
0,22,3,0,179,77,1761.7,174,70,92,1804
0,31,3,0,175,129,2219.6,397,98,106,2934
1,25,3,4,160,64,1336.1,182,53,56,1444
0,24,3,2,164,66,1531.4,231,87,51,1731
1,22,2,0,164,56,1309.9,218,79,34.46,1498
0,29,2,1,176,81,1799,292,127,79,2387
0,26,3,1,166,84,1745.4,260,75,78,2042
0,22,3,0,174,73,1731.6,224,112,54,1830
1,43,4,3,139,77,1244.5,299,73,44,1884
0,31,3,0,168,51,1412.6,209,51.69,34.46,1353
0,21,2,0,184,85,1901,290,71,93,2281
0,32,4,0,157,89,1695,318,120,98,2634
0,23,3,4,166,80,1713.5,280,121,77,2297
1,27,3,0,146,87,1489.2,247,113,70,2070
0,21,3,0,164,45,1445.7,146,67,54,1338
1,21,2,4,164,48,1272,189,51.69,45,1368
0,41,4,0,153,90,1644.4,238,133,57,1997
1,26,3,0,142,87,1427.2,230,132,53,1925
1,41,2,4,152,63,1299.4,207,91,61,1741
1,43,2,1,164,88,1485.8,169,82,65,1589
1,24,3,0,158,41,1116.5,136,69,37,1153
1,29,3,0,168,109,1825.9,255,159,62,2214
0,26,3,0,164,46,1391.1,170,67,47,1371
1,48,2,0,155,107,1650.6,239,92,85,2089
0,26,2,3,177,71,1677.4,183,92,68,1712
0,31,3,0,159,91,1716.9,350,130,59,2451
0,26,3,0,158,41,1250.1,164,56,37,1213
1,43,3,4,156,58,1179.8,158,94,51,1467
0,29,3,0,164,66,1534.3,193,92,55,1635
1,20,2,0,164,86,1608.2,200,76,46,1518
1,25,3,0,159,79,1457.9,187,118,59,1751
0,49,3,0,173,57,1374.9,177,96,57,1605
0,22,2,0,168,84,1811.9,409,96,42,2398
1,23,3,0,159,76,1449.2,222,109,69,1945
0,27,2,2,169,90,1845,264,105,73,2133
0,25,3,0,170,55,1511.5,221,90,70,1874
1,48,3,0,160,100,1620.1,255,107,54,1934
1,22,4,0,163,43,1207.9,187,54,34.46,1274
1,19,2,3,165,69,1506.7,196,91,54,1634
0,24,3,0,165,92,1843,262,97,107,2399
0,23,3,0,172,68,1637.7,247,90,75,2023
0,23,4,4,180,60,1627.4,177,72,79,1707
0,24,3,3,161,114,2030.1,375,150,92,2928
0,23,3,0,160,43,1363.8,159,56,37,1193
1,49,3,0,164,110,1750.5,250,134,84,2292
0,36,2,3,168,85,1690.4,228,99,69,1929
1,20,2,0,161,43,1150,153,51.69,34.46,1129
0,21,2,0,175,74,1711.7,279,87,68,2076
0,15,3,4,168,76,1756.7,291,103,53,2053
1,32,4,0,143,71,1296.1,181,74,49,1461
0,25,2,1,167,77,1719.9,266,113,72,2164
0,26,3,0,163,108,1959.3,350,105,103,2747
1,23,3,0,144,94,1555.4,303,87,75,2235
1,41,3,0,156,104,1635.3,343,115,68,2444
0,27,2,0,183,77,1781.1,135,140,98,1982
1,22,4,3,162,65,1402,218,65,67,1735
0,20,2,0,161,48,1411.7,171,57,42,1290
1,41,3,0,143,108,1632.7,277,108,58,2062
0,24,4,1,173,61,1561.1,256,91,47,1811
1,17,3,0,151,48,1164.9,178,73,41,1373
1,20,2,0,165,77,1565.4,201,85,49,1585
0,27,3,0,168,96,1886.6,222,107,109,2297
1,29,3,0,155,75,1342.4,135,119,45,1421
0,22,3,0,160,44,1331.8,147,55,37,1141
0,25,3,0,180,70,1685.3,320,84,67,2219
0,25,3,0,179,90,1934.3,287,118,79,2331
1,49,3,0,157,44,1023.9,132,51.69,41,1104
0,42,3,0,155,85,1655.6,354,69,69,2313
1,41,4,0,142,58,1212.9,183,58,46,1378
0,25,3,0,169,107,2017.9,399,78,89,2709
1,36,3,0,142,79,1286.5,283,58,55,1859
1,28,2,0,159,75,1431.2,215,107,65,1873
0,25,3,1,171,89,1835.6,285,98,96,2396
1,22,2,4,153,50,1134,129.225,58,56,1253
1,46,4,0,143,77,1243.1,143,82,57,1413
0,21,2,0,166,55,1528.7,199,81,51,1579
0,24,3,0,156,115,2005.1,215,164,83,2263
1,25,4,0,159,58,1302.5,163,51.69,61,1408
0,22,2,4,179,64,1594.3,197,92,49,1597
0,30,4,3,169,99,1879.2,188,148,110,2334
1,26,2,0,153,97,1652.3,310,99,80,2356
1,21,4,0,159,56,1279.5,190,63,63,1579
1,23,2,2,157,66,1384.7,195,78,47,1515
0,22,2,1,168,91,1882.8,222,143,64,2036
1,22,2,4,164,50,1300.7,152,64,41,1233
0,26,3,0,173,52,1487.3,185,111,59,1715
1,40,2,1,151,63,1273.3,129.225,73,45,1214
1,29,3,4,142,93,1487.9,222,96,60,1812
0,24,3,1,168,65,1592.9,216,74,72,1808
0,34,4,1,149,85,1624,272,97,82,2214
1,41,2,1,151,59,1125.1,199,81,45,1525
0,27,4,0,154,84,1585.6,280,98,89,2313
1,26,3,2,161,79,1537.9,271,103,42,1874
1,23,3,0,152,78,1478.1,306,107,77,2345
0,24,3,0,165,45,1372.9,223,61,45,1541
1,27,3,1,143,85,1451.1,211,76,66,1742
0,43,3,0,153,87,1675.4,242,118,68,2052
1,23,2,4,152,51,1154,186,66,34.46,1318
1,22,2,0,157,51,1209.5,160,55,36,1184
1,36,3,3,159,45,1126.2,134,64,49,1233
1,32,3,0,144,81,1412,263,113,48,1936
0,23,2,0,166,66,1577.8,284,108,52,2036
1,21,2,0,152,50,1194.7,158,51.69,53,1316
1,24,3,0,144,87,1417.9,218,65,47,1555
1,17,4,0,149,54,1245,171,63,40,1296
0,51,3,0,165,51,1311.2,176,86,43,1435
0,22,3,3,165,56,1515.7,166,74,63,1527
0,18,4,4,170,55,1497.6,148,78,50,1354
0,22,3,0,159,107,1923.5,236,168,53,2093
0,22,3,0,169,77,1722.8,260,118,69,2133
0,19,2,0,159,44,1291.4,193,68,44,1440
0,24,2,0,156,43,1233.2,155,62,36,1192
0,20,2,0,167,68,1674.7,245,94,57,1869
1,26,3,0,145,89,1492.7,342,117,47,2259
0,20,3,3,170,59,1563.5,186,91,60,1648
1,41,3,0,136,83,1278.2,254,86,55,1855
1,39,2,0,157,45,1086.3,178,69,34.46,1298
1,23,3,0,164,49,1234,191,53,38,1318
1,50,4,0,151,64,1096.3,181,85,55,1559
0,23,3,0,166,53,1492.4,213,116,65,1901
1,44,4,0,165,93,1619.1,330,65,70,2210
0,42,4,0,163,93,1719.3,304,99,59,2143
1,24,3,0,144,93,1577.6,271,88,58,1958
1,22,2,0,163,54,1256.6,186,51.69,54,1437
0,22,3,0,177,87,1826.8,326,117,52,2240
1,26,3,1,160,47,1205.3,131,85,44,1260
0,23,2,1,171,89,1855.3,277,101,85,2277
1,18,3,1,159,55,1340,204,68,48,1520
1,21,2,0,160,55,1265.4,148,77,52,1368
0,30,4,0,167,99,1839.2,291,120,62,2202
1,22,3,0,152,79,1494.6,239,51.69,60,1703
1,21,2,0,142,68,1302.1,184,91,56,1604
0,28,3,1,167,98,1862.8,345,109,77,2509
1,22,4,0,155,38,1119.4,166,55,34.46,1194
0,29,2,0,156,85,1648.6,304,129,60,2272
0,39,3,4,161,107,1869.9,355,115,95,2735
0,22,4,0,181,104,2085.1,382,157,84,2912
1,22,3,1,163,85,1575.6,159,103,58,1570
1,21,2,0,154,67,1384.7,266,68,54,1822
1,33,2,1,153,46,1090.2,143,54,37,1121
0,25,3,0,175,116,2113,398,87,106,2894
1,26,3,0,154,73,1482.3,224,54,36,1436
0,29,3,2,182,110,2052.4,379,141,101,2989
0,19,2,1,173,68,1659.3,279,122,66,2198
1,19,3,0,164,46,1241.8,189,51.69,34.46,1273
1,20,4,2,158,60,1293.1,176,86,34.46,1358
1,38,3,0,144,95,1544.5,255,86,82,2102
0,23,3,0,167,62,1541.8,253,78,34.46,1634
0,25,2,0,168,46,1413.5,227,54,39,1475
0,15,2,4,172,77,1792.7,342,99,56,2268
1,47,2,0,144,103,1592.1,366,89,80,2540
1,23,3,2,159,61,1339.6,244,64,34.46,1542
1,20,3,3,160,80,1528.2,239,100,66,1950
1,37,3,0,157,43,1052.6,157,51.69,34.46,1145
0,25,3,4,177,116,2124.4,372,133,98,2902
1,19,4,0,155,65,1382.7,161,73,60,1476
0,24,3,0,166,45,1369.4,221,58,42,1494
0,21,4,0,166,84,1772.7,302,117,56,2180
1,25,3,0,160,64,1358.7,269,72,52,1832
0,31,3,0,164,106,1936.8,266,155,103,2611
1,20,4,2,156,60,1328.3,188,55,39,1323
0,28,2,0,157,76,1595.2,172,101,64,1668
1,28,2,0,147,86,1483.5,300,86,53,2021
0,29,3,0,151,79,1558.9,247,119,70,2094
1,23,3,0,160,54,1309.9,184,51.69,61,1492
0,20,2,2,157,63,1526.7,304,74,34.46,1822
1,19,2,0,162,60,1358.3,208,62,59,1611
0,24,3,0,163,115,2044.3,346,157,86,2786
0,50,3,0,156,88,1591.7,320,92,52,2116
0,24,2,0,166,94,1879.2,384,110,60,2516
0,20,2,1,170,65,1601.3,163,123,59,1675
1,25,2,0,154,65,1338.4,206,60,57,1577
0,24,2,0,164,75,1651.3,192,115,53,1705
0,19,3,0,169,65,1601.8,255,98,43,1799
1,22,2,0,157,64,1328.2,197,64,46,1458
1,22,2,0,158,82,1486.7,232,83,54,1746
0,23,2,0,155,45,1294.7,139,66,35,1135
0,29,4,0,157,95,1789.4,327,116,72,2420
1,17,3,0,163,49,1234,158,58,43,1251
0,22,3,3,170,74,1691.8,321,63,74,2202
0,23,4,0,164,98,1833.2,371,109,46,2334
0,29,2,1,168,94,1862,331,130,79,2555
1,29,3,0,156,98,1712.6,261,96,101,2337
1,31,3,0,161,46,1141.7,129.225,71,34.46,1111
1,22,3,4,160,48,1218.9,155,51.69,43,1214
0,23,2,1,163,64,1563,150,100,54,1486
0,24,2,0,164,75,1690.1,287,104,77,2257
0,21,2,1,163,64,1572,252,115,53,1945
0,22,3,0,163,40,1336.5,138,51.69,47,1182
1,51,4,0,140,73,1202,212,61,66,1686
0,22,3,0,160,111,1984.9,310,125,85,2505
0,26,4,0,174,107,2019,298,128,81,2433
1,21,3,0,157,57,1282,191,81,42,1466
0,19,3,0,165,72,1636.3,271,127,54,2078
1,23,3,0,151,75,1378,254,98,61,1957
1,24,2,0,157,56,1280.4,165,69,52,1404
0,47,3,0,159,91,1703.8,305,105,74,2306
1,23,3,0,160,76,1469.8,241,102,46,1786
0,24,4,3,178,109,2104.6,342,154,107,2947
1,19,3,1,163,55,1310,176,66,51,1427
0,25,3,0,168,91,1837.5,302,110,76,2332
0,24,3,0,158,45,1271.3,177,80,34.46,1338
0,21,3,0,169,49,1425.1,204,65,60,1616
1,32,3,4,157,41,1020.1,129.225,61,37,1094
0,26,2,2,162,76,1680.3,233,78,82,1982
0,23,3,0,164,49,1406.3,152,73,45,1305
1,22,3,0,157,92,1620.5,303,72,82,2238
1,40,3,0,155,98,1598.5,288,122,45,2045
1,60,2,3,154,79,1330,222,70,63,1735
0,21,4,0,168,65,1585.8,238,74,67,1851
1,29,3,0,153,58,1213.9,129.225,89,39,1224
0,22,3,0,170,75,1718.8,257,95,66,2002
0,24,3,3,163,117,2061.7,289,155,104,2712
1,21,2,0,160,71,1418.1,181,96,60,1648
1,20,3,0,163,45,1232.2,185,63,35,1307
0,27,3,0,164,107,2030.2,381,90,102,2802
1,22,3,0,163,45,1196.5,142,63,43,1207
1,23,3,0,144,82,1450.4,173,51.69,73,1556
0,23,2,0,163,39,1274.5,156,61,36,1192
1,25,2,0,158,51,1155.7,134,83,42,1246
1,39,3,0,158,78,1385.3,266,57,48,1724
0,22,3,0,172,54,1476.5,188,71,63,1603
0,32,3,1,163,48,1349.1,141,107,49,1433
0,20,3,0,174,54,1522.1,207,81,53,1629
0,22,2,0,160,44,1334.4,152,64,51,1323
0,29,2,4,176,72,1660.8,237,118,48,1852
1,21,2,0,155,45,1134.4,129.225,74,36,1137
0,22,3,0,167,113,1960.7,329,137,62,2422
1,59,3,0,157,76,1319.1,201,66,68,1680
1,22,3,0,147,92,1527.7,282,86,97,2345
0,24,2,0,178,91,1916.6,393,144,62,2706
1,24,4,0,163,91,1661,211,149,74,2106
0,25,3,0,160,42,1320.1,147,60,39,1179
1,22,3,0,143,82,1457.7,269,81,56,1904
0,24,3,0,164,111,2051.1,374,133,91,2847
0,23,2,0,160,71,1566.9,242,96,51,1811
0,24,2,3,171,60,1513.3,154,101,58,1542
1,25,2,3,151,66,1341.1,213,84,44,1584
0,20,3,0,168,67,1579.4,250,56,73,1881
1,23,3,0,140,70,1266.1,247,88,42,1718
1,21,2,0,131,40,953.7,129.225,52,34.46,1035
0,21,2,0,159,46,1366.6,205,57,63,1615
0,24,2,3,173,95,1887.7,319,153,63,2455
0,21,3,1,172,54,1513.5,261,90,59,1935
1,23,3,1,162,86,1626.3,304,111,61,2209
0,27,3,2,167,63,1508.7,210,74,48,1568
1,20,2,0,159,55,1353.5,163,79,44,1364
1,23,3,0,156,75,1468.5,244,88,67,1931
1,22,4,1,160,68,1421.4,199,85,48,1568
1,35,2,0,157,79,1471.3,220,93,60,1792
0,31,4,0,172,105,1949.2,362,119,102,2842
0,45,3,1,169,65,1456.8,250,77,38,1650
0,36,3,0,153,120,2032.3,364,112,77,2597
1,29,2,2,155,81,1479,233,51.69,59,1670
0,23,3,0,163,97,1909.5,353,147,52,2468
0,22,2,0,163,76,1717.1,232,100,92,2156
0,24,4,1,169,70,1605.7,246,110,75,2099
0,26,2,0,165,90,1785.1,284,86,63,2047
1,18,2,0,145,72,1371.4,277,94,45,1889
0,27,3,1,174,106,2018.1,381,131,102,2966
0,21,4,0,168,68,1636.8,261,94,62,1978
0,45,3,0,157,55,1305.9,161,95,42,1402
1,44,4,0,142,78,1280.3,238,77,51,1719
0,26,3,0,165,47,1335.8,133,53,69,1365
0,29,3,0,165,98,1820.5,318,131,76,2480
1,22,3,0,142,71,1364.3,190,60,34.46,1310
0,21,3,0,151,96,1790.2,262,103,103,2387
0,22,2,1,170,55,1560.5,244,79,58,1814
1,24,3,2,157,89,1620.9,206,84,82,1898
0,20,3,0,166,113,2087.6,380,142,78,2790
0,24,3,0,169,46,1440.8,153,67,60,1420
1,20,4,0,165,42,1201.3,140,57,46,1202
1,25,3,1,160,46,1151.8,133,53,35,1059
0,24,2,1,169,89,1855.1,340,113,96,2676
0,16,2,0,162,96,1901,273,109,96,2392
1,27,3,0,147,94,1549.3,236,124,55,1935
1,22,3,4,165,54,1338,136,107,55,1467
0,24,3,0,167,62,1527.7,186,101,49,1589
1,35,4,0,161,43,1044.8,129.225,61,36,1085
0,19,2,3,186,87,1961.2,247,117,97,2329
1,20,3,1,159,59,1319.7,212,63,45,1505
0,20,2,1,167,90,1783.3,300,130,77,2413
0,22,2,0,165,76,1675.3,293,101,69,2197
1,35,3,0,139,100,1530.1,292,120,76,2332
0,24,2,0,178,75,1762.4,274,130,80,2336
1,28,2,1,164,50,1219.5,155,63,43,1259
1,51,2,0,152,80,1392.2,288,76,35,1771
0,20,4,0,166,50,1403.1,226,82,43,1619
1,38,2,1,152,63,1182.8,208,72,40,1480
0,26,2,0,153,43,1241.6,161,69,51,1379
1,21,4,0,157,85,1597.6,253,105,87,2215
0,36,4,1,155,89,1674,225,151,102,2422
0,26,3,2,173,93,1901,235,129,107,2419
0,28,3,0,156,89,1686.1,327,130,49,2269
1,31,3,0,142,90,1469.9,278,51.69,73,1976
1,19,3,0,166,49,1307.1,172,73,47,1403
0,22,4,0,171,50,1474.7,192,70,53,1525
0,20,2,0,163,44,1419.6,139,59,49,1233
0,25,3,0,166,98,1857.5,391,104,68,2592
0,23,3,0,175,73,1711.6,349,78,54,2194
1,31,3,0,143,97,1584.9,255,118,62,2050
0,56,3,0,158,83,1584.8,237,91,93,2149
1,23,3,0,156,98,1680.8,307,83,93,2397
0,27,4,0,172,73,1635.2,250,96,49,1825
0,23,3,2,169,62,1580.8,152,54,87,1607
0,32,4,0,173,105,1993.2,375,150,100,3000
0,23,3,0,171,52,1489.9,245,60,68,1832
0,53,3,2,160,69,1389.4,305,83,75,2227
1,24,2,2,159,76,1475.3,204,104,68,1844
0,23,2,0,169,82,1744.7,217,118,87,2123
1,22,2,0,158,55,1297.1,159,88,43,1375
0,24,3,2,166,59,1494.6,160,96,47,1447
1,23,2,2,154,52,1252.3,143,63,51,1283
0,24,2,1,174,79,1811.6,289,69,78,2134
1,29,3,4,150,54,1152.3,132,58,51,1219
1,26,3,0,161,64,1340.8,186,91,69,1729
0,21,3,0,182,81,1867.1,306,99,96,2484
1,48,3,0,144,105,1525.2,250,95,93,2217
1,23,2,0,162,56,1282.8,150,91,46,1378
0,22,3,0,175,65,1619.1,214,73,73,1805
1,20,2,0,160,98,1770.1,258,145,75,2287
0,25,4,0,171,117,2121.6,299,166,53,2337
0,75,3,1,179,73,1445.8,211,81,77,1861
1,21,3,2,164,75,1457.5,141,117,73,1689
0,22,2,0,156,67,1551,256,95,41,1773
0,25,3,2,180,65,1642.8,163,100,75,1727
1,30,2,4,152,76,1488.7,184,107,61,1713
0,25,3,0,164,49,1366.2,169,80,42,1374
0,23,3,4,164,115,2057.5,376,150,100,3004
1,56,3,0,157,89,1385.9,264,88,70,2038
1,23,3,4,153,48,1194.2,167,63,53,1397
1,32,3,3,158,41,1109.9,135,60,43,1167
1,23,3,0,138,72,1319.4,215,90,71,1859
0,37,3,0,158,101,1770.5,285,151,65,2329
0,21,4,0,178,72,1700.1,258,67,82,2038
1,27,4,0,152,83,1452.4,237,105,64,1944
1,35,2,0,154,77,1422.9,256,74,54,1806
1,60,2,0,156,79,1263.8,199,102,76,1888
0,28,3,0,163,45,1360.6,215,60,39,1451
0,22,3,1,165,68,1595.1,276,79,55,1915
0,24,3,4,168,80,1687.9,243,94,61,1897
1,24,3,0,146,89,1547,216,131,93,2225
0,23,2,0,162,56,1481.9,198,80,53,1589
1,18,3,0,158,54,1282.4,150,73,51,1351
0,22,2,0,165,46,1413.4,191,68,56,1540
1,28,2,0,152,61,1273.2,198,64,43,1435
0,21,3,0,183,82,1852,363,87,62,2358
0,23,2,0,164,79,1697.7,225,147,87,2271
1,26,3,1,165,56,1292.1,170,75,45,1385
0,25,3,2,164,78,1639.8,315,95,61,2189
0,38,4,0,166,105,1916.2,307,133,102,2678
0,28,2,0,168,50,1366.8,153,76,57,1429
1,24,4,0,147,60,1271.2,148,67,57,1373
1,23,3,0,158,51,1222.8,214,83,39,1539
0,24,2,0,169,87,1855.6,308,84,93,2405
1,28,2,1,163,50,1242.7,181,63,47,1399
0,23,3,0,173,73,1722.5,290,95,88,2332
0,22,3,0,167,66,1613.5,185,79,52,1524
0,22,2,0,169,70,1618,255,106,80,2164
0,23,3,0,164,116,2094.5,321,156,106,2862
1,21,2,0,143,55,1135.7,146,80,57,1417
0,21,3,0,174,76,1714.7,298,78,74,2170
0,26,4,4,170,48,1433.6,181,51.69,63,1498
0,25,2,0,164,111,2076.8,408,130,60,2692
1,27,3,0,158,77,1461,210,120,70,1950
0,23,3,1,161,84,1737.5,265,91,71,2063
0,16,2,3,176,81,1803.8,347,107,56,2320
1,42,4,0,144,77,1328.4,235,103,63,1919
0,24,3,1,173,77,1757.1,223,99,57,1801
1,32,3,0,165,41,1100.2,152,51.69,34.46,1125
1,32,3,0,140,100,1551.2,250,104,99,2307
0,29,2,0,166,50,1389.8,208,61,36,1400
0,27,3,0,169,120,2114.2,255,141,114,2610
1,21,4,4,158,79,1500.8,205,118,63,1859
1,29,3,0,142,92,1490.9,213,98,76,1928
1,34,2,4,156,69,1352.6,194,83,66,1702
0,23,2,0,168,89,1854,268,99,70,2098
0,20,3,0,174,74,1720.6,243,83,92,2132
1,28,3,0,150,77,1449.7,213,57,56,1584
0,21,2,0,179,78,1764.5,243,122,67,2063
0,22,4,0,153,86,1711.5,239,120,74,2102
1,27,3,0,146,51,1074.9,199,51.69,36,1327
1,21,3,0,157,43,1153.2,153,62,36,1184
1,34,2,0,156,73,1346.4,226,115,39,1715
0,20,3,0,166,39,1309.4,141,57,44,1188
1,26,3,0,152,77,1436.4,185,78,93,1889
1,22,3,0,160,60,1300.6,162,80,42,1346
0,24,2,0,165,68,1583,217,89,63,1791
0,21,4,4,167,68,1631.6,245,73,79,1983
0,28,2,0,166,51,1371.4,135,105,50,1410
0,19,3,0,176,73,1772.1,227,130,76,2112
